Table 1
OrderID,OrderID,CustomerID,EmployeeID,OrderYearMonthDay,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10412,10412,WARTH,8,1997January13,13.01.1997,10.02.1997,15.01.1997,2,3.77,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10413,10413,LAMAI,3,1997January14,14.01.1997,11.02.1997,16.01.1997,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10414,10414,FAMIA,2,1997January14,14.01.1997,11.02.1997,17.01.1997,3,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10415,10415,HUNGC,3,1997January15,01.15.1997,02.12.1997,01.24.1997,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10416,10416,WARTH,8,1997January16,16.01.1997,13.02.1997,27.01.1997,3,22.72,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10417,10417,SIMOB,4,1997January16,16.01.1997,13.02.1997,28.01.1997,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10418,10418,QUICK,4,1997January17,17.01.1997,14.02.1997,24.01.1997,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10419,10419,RICSU,4,1997January20,20.01.1997,17.02.1997,30.01.1997,2,137.35,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10420,10420,WELLI,3,1997January21,21.01.1997,18.02.1997,27.01.1997,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10421,10421,QUEDE,8,1997January21,21.01.1997,04.03.1997,27.01.1997,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10422,10422,FRANS,2,1997January22,22.01.1997,19.02.1997,31.01.1997,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10423,10423,GOURL,6,1997January23,23.01.1997,06.02.1997,24.02.1997,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10424,10424,MEREP,7,1997January23,23.01.1997,20.02.1997,27.01.1997,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10425,10425,LAMAI,6,1997January24,24.01.1997,21.02.1997,14.02.1997,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10426,10426,GALED,4,1997January27,27.01.1997,24.02.1997,06.02.1997,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
10427,10427,PICCO,4,1997January27,27.01.1997,24.02.1997,03.03.1997,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10428,10428,REGGC,7,1997January28,28.01.1997,25.02.1997,04.02.1997,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10429,10429,HUNGO,3,1997January29,29.01.1997,12.03.1997,07.02.1997,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10430,10430,ERNSH,4,1997January30,30.01.1997,13.02.1997,03.02.1997,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10431,10431,BOTTM,4,1997January30,30.01.1997,13.02.1997,07.02.1997,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10432,10432,SPLIR,3,1997January31,01.31.1997,02.14.1997,02.07.1997,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10433,10433,PRINI,3,1997February03,03.02.1997,03.03.1997,04.03.1997,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10434,10434,FOLKO,3,1997February03,03.02.1997,03.03.1997,13.02.1997,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10435,10435,CONSH,8,1997February04,04.02.1997,18.03.1997,07.02.1997,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10436,10436,BLONP,3,1997February05,05.02.1997,05.03.1997,11.02.1997,2,156.66,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10437,10437,WARTH,8,1997February05,05.02.1997,05.03.1997,12.02.1997,1,19.97,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10438,10438,TOMSP,3,1997February06,06.02.1997,06.03.1997,14.02.1997,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10439,10439,MEREP,6,1997February07,07.02.1997,07.03.1997,10.02.1997,3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10440,10440,SAVEA,4,1997February10,02.10.1997,03.10.1997,02.28.1997,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10441,10441,OLDWO,3,1997February10,02.10.1997,03.24.1997,03.14.1997,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10442,10442,ERNSH,3,1997February11,11.02.1997,11.03.1997,18.02.1997,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10443,10443,REGGC,8,1997February12,12.02.1997,12.03.1997,14.02.1997,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10444,10444,BERGS,3,1997February12,12.02.1997,12.03.1997,21.02.1997,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10445,10445,BERGS,3,1997February13,13.02.1997,13.03.1997,20.02.1997,1,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10446,10446,TOMSP,6,1997February14,14.02.1997,14.03.1997,19.02.1997,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10447,10447,RICAR,4,1997February14,14.02.1997,14.03.1997,07.03.1997,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10448,10448,RANCH,4,1997February17,17.02.1997,17.03.1997,24.02.1997,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10449,10449,BLONP,3,1997February18,18.02.1997,18.03.1997,27.02.1997,2,53.3,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10450,10450,VICTE,8,1997February19,19.02.1997,19.03.1997,11.03.1997,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10451,10451,QUICK,4,1997February19,19.02.1997,05.03.1997,12.03.1997,3,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10452,10452,SAVEA,8,1997February20,02.20.1997,03.20.1997,02.26.1997,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10453,10453,AROUT,1,1997February21,21.02.1997,21.03.1997,26.02.1997,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10454,10454,LAMAI,4,1997February21,21.02.1997,21.03.1997,25.02.1997,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10455,10455,WARTH,8,1997February24,24.02.1997,07.04.1997,03.03.1997,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10456,10456,KOENE,8,1997February25,25.02.1997,08.04.1997,28.02.1997,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10457,10457,KOENE,2,1997February25,25.02.1997,25.03.1997,03.03.1997,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10458,10458,SUPRD,7,1997February26,26.02.1997,26.03.1997,04.03.1997,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10459,10459,VICTE,4,1997February27,27.02.1997,27.03.1997,28.02.1997,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10460,10460,FOLKO,8,1997February28,28.02.1997,28.03.1997,03.03.1997,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10461,10461,LILAS,1,1997February28,28.02.1997,28.03.1997,05.03.1997,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10462,10462,CONSH,2,1997March03,03.03.1997,31.03.1997,18.03.1997,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10463,10463,SUPRD,5,1997March04,04.03.1997,01.04.1997,06.03.1997,3,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10464,10464,FURIB,4,1997March04,04.03.1997,01.04.1997,14.03.1997,2,89,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10465,10465,VAFFE,1,1997March05,05.03.1997,02.04.1997,14.03.1997,3,145.04,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10466,10466,COMMI,4,1997March06,06.03.1997,03.04.1997,13.03.1997,1,11.93,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10467,10467,MAGAA,8,1997March06,06.03.1997,03.04.1997,11.03.1997,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10468,10468,KOENE,3,1997March07,07.03.1997,04.04.1997,12.03.1997,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10469,10469,WHITC,1,1997March10,03.10.1997,04.07.1997,03.14.1997,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10470,10470,BONAP,4,1997March11,11.03.1997,08.04.1997,14.03.1997,2,64.56,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10471,10471,BSBEV,2,1997March11,11.03.1997,08.04.1997,18.03.1997,3,45.59,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10472,10472,SEVES,8,1997March12,12.03.1997,09.04.1997,19.03.1997,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10473,10473,ISLAT,1,1997March13,13.03.1997,27.03.1997,21.03.1997,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10474,10474,PERIC,5,1997March13,13.03.1997,10.04.1997,21.03.1997,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,5033,Mexico
10475,10475,SUPRD,9,1997March14,14.03.1997,11.04.1997,04.04.1997,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10476,10476,HILAA,8,1997March17,17.03.1997,14.04.1997,24.03.1997,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10477,10477,PRINI,5,1997March17,17.03.1997,14.04.1997,25.03.1997,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10478,10478,VICTE,2,1997March18,18.03.1997,01.04.1997,26.03.1997,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10479,10479,RATTC,3,1997March19,03.19.1997,04.16.1997,03.21.1997,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10480,10480,FOLIG,6,1997March20,20.03.1997,17.04.1997,24.03.1997,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10481,10481,RICAR,8,1997March20,20.03.1997,17.04.1997,25.03.1997,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10482,10482,LAZYK,1,1997March21,03.21.1997,04.18.1997,04.10.1997,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10483,10483,WHITC,7,1997March24,03.24.1997,04.21.1997,04.25.1997,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10484,10484,BSBEV,3,1997March24,24.03.1997,21.04.1997,01.04.1997,3,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10485,10485,LINOD,4,1997March25,25.03.1997,08.04.1997,31.03.1997,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10486,10486,HILAA,1,1997March26,26.03.1997,23.04.1997,02.04.1997,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10487,10487,QUEEN,2,1997March26,26.03.1997,23.04.1997,28.03.1997,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10488,10488,FRANK,8,1997March27,27.03.1997,24.04.1997,02.04.1997,2,4.93,Frankenversand,Berliner Platz 43,München,,80805,Germany
10489,10489,PICCO,6,1997March28,28.03.1997,25.04.1997,09.04.1997,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10490,10490,HILAA,7,1997March31,31.03.1997,28.04.1997,03.04.1997,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10491,10491,FURIB,8,1997March31,31.03.1997,28.04.1997,08.04.1997,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10492,10492,BOTTM,3,1997April01,01.04.1997,29.04.1997,11.04.1997,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10493,10493,LAMAI,4,1997April02,02.04.1997,30.04.1997,10.04.1997,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10494,10494,COMMI,4,1997April02,02.04.1997,30.04.1997,09.04.1997,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10495,10495,LAUGB,3,1997April03,03.04.1997,01.05.1997,11.04.1997,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10496,10496,TRADH,7,1997April04,04.04.1997,02.05.1997,07.04.1997,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10497,10497,LEHMS,7,1997April04,04.04.1997,02.05.1997,07.04.1997,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10498,10498,HILAA,8,1997April07,07.04.1997,05.05.1997,11.04.1997,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10499,10499,LILAS,4,1997April08,08.04.1997,06.05.1997,16.04.1997,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10500,10500,LAMAI,6,1997April09,09.04.1997,07.05.1997,17.04.1997,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
10501,10501,BLAUS,9,1997April09,09.04.1997,07.05.1997,16.04.1997,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10502,10502,PERIC,2,1997April10,10.04.1997,08.05.1997,29.04.1997,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,5033,Mexico
10503,10503,HUNGO,6,1997April11,11.04.1997,09.05.1997,16.04.1997,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10504,10504,WHITC,4,1997April11,04.11.1997,05.09.1997,04.18.1997,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10505,10505,MEREP,3,1997April14,14.04.1997,12.05.1997,21.04.1997,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10506,10506,KOENE,9,1997April15,15.04.1997,13.05.1997,02.05.1997,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10507,10507,ANTON,7,1997April15,15.04.1997,13.05.1997,22.04.1997,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico
10508,10508,OTTIK,1,1997April16,16.04.1997,14.05.1997,13.05.1997,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10509,10509,BLAUS,4,1997April17,17.04.1997,15.05.1997,29.04.1997,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10510,10510,SAVEA,6,1997April18,04.18.1997,05.16.1997,04.28.1997,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10511,10511,BONAP,4,1997April18,18.04.1997,16.05.1997,21.04.1997,3,350.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10512,10512,FAMIA,7,1997April21,21.04.1997,19.05.1997,24.04.1997,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10513,10513,WANDK,7,1997April22,22.04.1997,03.06.1997,28.04.1997,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10514,10514,ERNSH,3,1997April22,22.04.1997,20.05.1997,16.05.1997,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10515,10515,QUICK,2,1997April23,23.04.1997,07.05.1997,23.05.1997,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10516,10516,HUNGO,2,1997April24,24.04.1997,22.05.1997,01.05.1997,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10517,10517,NORTS,3,1997April24,24.04.1997,22.05.1997,29.04.1997,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
10518,10518,TORTU,4,1997April25,25.04.1997,09.05.1997,05.05.1997,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico
10519,10519,CHOPS,6,1997April28,28.04.1997,26.05.1997,01.05.1997,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10520,10520,SANTG,7,1997April29,29.04.1997,27.05.1997,01.05.1997,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10521,10521,CACTU,8,1997April29,29.04.1997,27.05.1997,02.05.1997,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
10522,10522,LEHMS,4,1997April30,30.04.1997,28.05.1997,06.05.1997,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10523,10523,SEVES,7,1997May01,01.05.1997,29.05.1997,30.05.1997,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10524,10524,BERGS,1,1997May01,01.05.1997,29.05.1997,07.05.1997,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10525,10525,BONAP,1,1997May02,02.05.1997,30.05.1997,23.05.1997,2,11.06,Bon app',"12, rue des Bouchers",Marseille,,13008,France
10526,10526,WARTH,4,1997May05,05.05.1997,02.06.1997,15.05.1997,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10527,10527,QUICK,7,1997May05,05.05.1997,02.06.1997,07.05.1997,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10528,10528,GREAL,6,1997May06,05.06.1997,05.20.1997,05.09.1997,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10529,10529,MAISD,5,1997May07,07.05.1997,04.06.1997,09.05.1997,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
10530,10530,PICCO,3,1997May08,08.05.1997,05.06.1997,12.05.1997,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10531,10531,OCEAN,7,1997May08,08.05.1997,05.06.1997,19.05.1997,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10532,10532,EASTC,7,1997May09,09.05.1997,06.06.1997,12.05.1997,3,74.46,Eastern Connection,35 King George,London,,WX3 6FW,UK
10533,10533,FOLKO,8,1997May12,12.05.1997,09.06.1997,22.05.1997,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10534,10534,LEHMS,8,1997May12,12.05.1997,09.06.1997,14.05.1997,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10535,10535,ANTON,4,1997May13,13.05.1997,10.06.1997,21.05.1997,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico
10536,10536,LEHMS,3,1997May14,14.05.1997,11.06.1997,06.06.1997,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10537,10537,RICSU,1,1997May14,14.05.1997,28.05.1997,19.05.1997,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10538,10538,BSBEV,9,1997May15,15.05.1997,12.06.1997,16.05.1997,3,4.87,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10539,10539,BSBEV,6,1997May16,16.05.1997,13.06.1997,23.05.1997,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
10540,10540,QUICK,3,1997May19,19.05.1997,16.06.1997,13.06.1997,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10541,10541,HANAR,2,1997May19,19.05.1997,16.06.1997,29.05.1997,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
10542,10542,KOENE,1,1997May20,20.05.1997,17.06.1997,26.05.1997,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10543,10543,LILAS,8,1997May21,21.05.1997,18.06.1997,23.05.1997,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10544,10544,LONEP,4,1997May21,05.21.1997,06.18.1997,05.30.1997,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10545,10545,LAZYK,8,1997May22,05.22.1997,06.19.1997,06.26.1997,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10546,10546,VICTE,1,1997May23,23.05.1997,20.06.1997,27.05.1997,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10547,10547,SEVES,3,1997May23,23.05.1997,20.06.1997,02.06.1997,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10548,10548,TOMSP,3,1997May26,26.05.1997,23.06.1997,02.06.1997,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10549,10549,QUICK,5,1997May27,27.05.1997,10.06.1997,30.05.1997,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany
10550,10550,GODOS,7,1997May28,28.05.1997,25.06.1997,06.06.1997,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10551,10551,FURIB,4,1997May28,28.05.1997,09.07.1997,06.06.1997,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10552,10552,HILAA,2,1997May29,29.05.1997,26.06.1997,05.06.1997,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10553,10553,WARTH,2,1997May30,30.05.1997,27.06.1997,03.06.1997,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10554,10554,OTTIK,4,1997May30,30.05.1997,27.06.1997,05.06.1997,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10555,10555,SAVEA,6,1997June02,06.02.1997,06.30.1997,06.04.1997,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10556,10556,SIMOB,2,1997June03,03.06.1997,15.07.1997,13.06.1997,1,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10557,10557,LEHMS,9,1997June03,03.06.1997,17.06.1997,06.06.1997,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10558,10558,AROUT,1,1997June04,04.06.1997,02.07.1997,10.06.1997,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10559,10559,BLONP,6,1997June05,05.06.1997,03.07.1997,13.06.1997,1,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10560,10560,FRANK,8,1997June06,06.06.1997,04.07.1997,09.06.1997,1,36.65,Frankenversand,Berliner Platz 43,München,,80805,Germany
10561,10561,FOLKO,2,1997June06,06.06.1997,04.07.1997,09.06.1997,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10562,10562,REGGC,1,1997June09,09.06.1997,07.07.1997,12.06.1997,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10563,10563,RICAR,2,1997June10,10.06.1997,22.07.1997,24.06.1997,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10564,10564,RATTC,4,1997June10,06.10.1997,07.08.1997,06.16.1997,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10565,10565,MEREP,8,1997June11,11.06.1997,09.07.1997,18.06.1997,2,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10566,10566,BLONP,9,1997June12,12.06.1997,10.07.1997,18.06.1997,1,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10567,10567,HUNGO,1,1997June12,12.06.1997,10.07.1997,17.06.1997,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10568,10568,GALED,3,1997June13,13.06.1997,11.07.1997,09.07.1997,3,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
10569,10569,RATTC,5,1997June16,06.16.1997,07.14.1997,07.11.1997,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10570,10570,MEREP,3,1997June17,17.06.1997,15.07.1997,19.06.1997,3,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10571,10571,ERNSH,8,1997June17,17.06.1997,29.07.1997,04.07.1997,3,26.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10572,10572,BERGS,3,1997June18,18.06.1997,16.07.1997,25.06.1997,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10573,10573,ANTON,7,1997June19,19.06.1997,17.07.1997,20.06.1997,3,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,5023,Mexico
10574,10574,TRAIH,4,1997June19,06.19.1997,07.17.1997,06.30.1997,2,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
10575,10575,MORGK,5,1997June20,20.06.1997,04.07.1997,30.06.1997,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany
10576,10576,TORTU,3,1997June23,23.06.1997,07.07.1997,30.06.1997,3,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico
